Время: 04/05/2017 21:14:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,657189805832314| Всего: 0,657189805832314| Состояние: OK 
Время: 04/09/2017 12:36:06 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00366266618653325| Всего: 0,415455418711274| Состояние: NOLOAD 
Время: 04/09/2017 12:36:09 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00812455688981551| Всего: 0,42357997560109| Состояние: NOLOAD 
Время: 04/09/2017 12:36:12 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0096348028395487| Всего: 0,433214778440639| Состояние: NOLOAD 
Время: 04/09/2017 12:36:15 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00988144729746573| Всего: 0,443096225738105| Состояние: NOLOAD 
Время: 04/09/2017 12:36:18 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00345496533133786| Всего: 0,446551191069443| Состояние: NOLOAD 
Время: 04/09/2017 12:36:21 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0099914173828398| Всего: 0,456542608452283| Состояние: NOLOAD 
Время: 04/09/2017 12:36:24 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00764058968408061| Всего: 0,464183198136364| Состояние: NOLOAD 
Время: 04/09/2017 12:36:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00928000850103796| Всего: 0,473463206637402| Состояние: NOLOAD 
Время: 04/09/2017 12:36:30 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00736992640298322| Всего: 0,480833133040385| Состояние: NOLOAD 
Время: 04/09/2017 12:36:33 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0097910456218715| Всего: 0,490624178662256| Состояние: NOLOAD 
Время: 04/09/2017 12:36:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00643156319690475| Всего: 0,497055741859161| Состояние: NOLOAD 
Время: 04/09/2017 12:36:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000165379196482421| Всего: 0,497221121055643| Состояние: NOLOAD 
Время: 04/09/2017 12:36:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00440013850778348| Всего: 0,501621259563426| Состояние: NOLOAD 
Время: 04/09/2017 12:36:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00604305577280142| Всего: 0,507664315336227| Состояние: NOLOAD 
Время: 04/09/2017 12:36:48 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00364002300130204| Всего: 0,511304338337529| Состояние: NOLOAD 
Время: 04/09/2017 12:36:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000537617821496733| Всего: 0,511841956159026| Состояние: NOLOAD 
Время: 04/09/2017 12:36:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00634004283991644| Всего: 0,518181998998942| Состояние: NOLOAD 
Время: 04/09/2017 12:36:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00290125233256316| Всего: 0,521083251331505| Состояние: NOLOAD 
Время: 04/09/2017 12:37:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000307011972324463| Всего: 0,521390263303829| Состояние: NOLOAD 
Время: 04/09/2017 12:37:03 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00152121528122631| Всего: 0,522911478585055| Состояние: NOLOAD 
Время: 04/09/2017 12:37:06 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00783490535702319| Всего: 0,530746383942078| Состояние: NOLOAD 
Время: 04/09/2017 12:37:09 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000152248204756644| Всего: 0,530898632146835| Состояние: NOLOAD 
Время: 04/09/2017 12:37:12 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00178847426166221| Всего: 0,532687106408497| Состояние: NOLOAD 
Время: 04/09/2017 12:37:15 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00583886889081396| Всего: 0,538525975299311| Состояние: NOLOAD 
Время: 04/09/2017 12:37:18 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000927772047430171| Всего: 0,539453747346741| Состояние: NOLOAD 
Время: 04/09/2017 12:37:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00288764765620588| Всего: 0,542341395002947| Состояние: NOLOAD 
Время: 04/09/2017 12:37:24 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00325303483905878| Всего: 0,545594429842006| Состояние: NOLOAD 
Время: 04/09/2017 12:37:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000744406478826146| Всего: 0,546338836320832| Состояние: NOLOAD 
Время: 04/09/2017 12:37:30 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00962585956772131| Всего: 0,555964695888553| Состояние: NOLOAD 
Время: 04/09/2017 12:37:33 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,006155877535304| Всего: 0,562120573423857| Состояние: NOLOAD 
Время: 04/09/2017 12:37:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00375574457168381| Всего: 0,565876317995541| Состояние: NOLOAD 
Время: 04/09/2017 12:37:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00378434661020727| Всего: 0,569660664605748| Состояние: NOLOAD 
Время: 04/09/2017 12:37:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00641623416282993| Всего: 0,576076898768578| Состояние: NOLOAD 
Время: 04/09/2017 12:37:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000798298148810071| Всего: 0,576875196917388| Состояние: NOLOAD 
Время: 04/09/2017 12:37:48 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000804822231086354| Всего: 0,577680019148474| Состояние: NOLOAD 
Время: 04/09/2017 12:37:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00248351368703112| Всего: 0,580163532835505| Состояние: NOLOAD 
Время: 04/09/2017 12:37:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00485021243097736| Всего: 0,585013745266482| Состояние: NOLOAD 
Время: 04/09/2017 12:37:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00309948974433331| Всего: 0,588113235010815| Состояние: NOLOAD 
Время: 04/09/2017 12:38:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00477110062948014| Всего: 0,592884335640295| Состояние: NOLOAD 
Время: 04/09/2017 12:38:03 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00461375095630705| Всего: 0,597498086596602| Состояние: NOLOAD 
Время: 04/09/2017 12:38:06 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00246878986361846| Всего: 0,59996687646022| Состояние: NOLOAD 
